base	size	type	protect	module	diff_pages	diff_bytes	diff_ratio	first_diff	entropy	file_off	file_on
0x0000028988660000	0x19000	PRIVATE	READWRITE		5	70	0.00068359	0x0000028988660000	1.329	region_0247_0x0000028988660000_0x19000_PRIVATE_READWRITE.bin	region_0235_0x0000028988660000_0x19000_PRIVATE_READWRITE.bin
0x00000289ae758000	0x9d000	PRIVATE	READWRITE		4	452	0.00070288	0x00000289ae78c000	1.912	region_1577_0x00000289ae758000_0x9d000_PRIVATE_READWRITE.bin	region_1571_0x00000289ae758000_0x9d000_PRIVATE_READWRITE.bin
0x00000289821a0000	0x20000	PRIVATE	READWRITE		1	93	0.00070953	0x00000289821aa000	5.904	region_0191_0x00000289821a0000_0x20000_PRIVATE_READWRITE.bin	region_0179_0x00000289821a0000_0x20000_PRIVATE_READWRITE.bin
0x00000289f40f0000	0x10000	PRIVATE	READWRITE		4	47	0.00071716	0x00000289f40fb000	1.040	region_6725_0x00000289f40f0000_0x10000_PRIVATE_READWRITE.bin	region_6733_0x00000289f40f0000_0x10000_PRIVATE_READWRITE.bin
0x00000289e2b8c000	0x76000	PRIVATE	READWRITE		1	353	0.00073035	0x00000289e2bbb000	4.445	region_6249_0x00000289e2b8c000_0x76000_PRIVATE_READWRITE.bin	region_6257_0x00000289e2b8c000_0x76000_PRIVATE_READWRITE.bin
0x000002898bd60000	0x10000	PRIVATE	READWRITE		2	48	0.00073242	0x000002898bd61000	3.933	region_0294_0x000002898bd60000_0x10000_PRIVATE_READWRITE.bin	region_0282_0x000002898bd60000_0x10000_PRIVATE_READWRITE.bin
0x000002898d160000	0x10000	PRIVATE	READWRITE		2	49	0.00074768	0x000002898d16a000	5.456	region_0458_0x000002898d160000_0x10000_PRIVATE_READWRITE.bin	region_0446_0x000002898d160000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff760000	0x10000	PRIVATE	READWRITE		2	49	0.00074768	0x00000289ff769000	1.271	region_6842_0x00000289ff760000_0x10000_PRIVATE_READWRITE.bin	region_6852_0x00000289ff760000_0x10000_PRIVATE_READWRITE.bin
0x00000289fff50000	0x10000	PRIVATE	READWRITE		1	49	0.00074768	0x00000289fff55000	1.683	region_6929_0x00000289fff50000_0x10000_PRIVATE_READWRITE.bin	region_6939_0x00000289fff50000_0x10000_PRIVATE_READWRITE.bin
0x00000289984e0000	0x30000	PRIVATE	READWRITE		1	147	0.00074768	0x00000289984e0000	0.653	region_0636_0x00000289984e0000_0x30000_PRIVATE_READWRITE.bin	region_0630_0x00000289984e0000_0x30000_PRIVATE_READWRITE.bin
0x00000289d53f0000	0x10000	PRIVATE	READWRITE		1	50	0.00076294	0x00000289d53ff000	2.288	region_5853_0x00000289d53f0000_0x10000_PRIVATE_READWRITE.bin	region_5860_0x00000289d53f0000_0x10000_PRIVATE_READWRITE.bin
0x00000289f4110000	0x10000	PRIVATE	READWRITE		2	50	0.00076294	0x00000289f4111000	1.331	region_6727_0x00000289f4110000_0x10000_PRIVATE_READWRITE.bin	region_6735_0x00000289f4110000_0x10000_PRIVATE_READWRITE.bin
0x00007ff779cad000	0xd000	IMAGE	READWRITE	SC2_x64.exe	5	41	0.00076998	0x00007ff779cb1000	2.772	region_7280_0x00007ff779cad000_0xd000_IMAGE_READWRITE.bin	region_7290_0x00007ff779cad000_0xd000_IMAGE_READWRITE.bin
0x00000289d81d0000	0x40000	PRIVATE	READWRITE		8	211	0.00080490	0x00000289d81ec000	4.991	region_6055_0x00000289d81d0000_0x40000_PRIVATE_READWRITE.bin	region_6063_0x00000289d81d0000_0x40000_PRIVATE_READWRITE.bin
0x00000289d5030000	0x10000	PRIVATE	READWRITE		1	53	0.00080872	0x00000289d503d000	4.117	region_5793_0x00000289d5030000_0x10000_PRIVATE_READWRITE.bin	region_5800_0x00000289d5030000_0x10000_PRIVATE_READWRITE.bin
0x00000289e5150000	0x10000	PRIVATE	READWRITE		3	58	0.00088501	0x00000289e5158000	1.935	region_6286_0x00000289e5150000_0x10000_PRIVATE_READWRITE.bin	region_6294_0x00000289e5150000_0x10000_PRIVATE_READWRITE.bin
0x00000289f40d0000	0x10000	PRIVATE	READWRITE		2	60	0.00091553	0x00000289f40da000	3.797	region_6723_0x00000289f40d0000_0x10000_PRIVATE_READWRITE.bin	region_6731_0x00000289f40d0000_0x10000_PRIVATE_READWRITE.bin
0x00000289e29e1000	0x41000	PRIVATE	READWRITE		56	244	0.00091647	0x00000289e29e1000	0.397	region_6245_0x00000289e29e1000_0x41000_PRIVATE_READWRITE.bin	region_6253_0x00000289e29e1000_0x41000_PRIVATE_READWRITE.bin
0x00000289f8640000	0x10000	PRIVATE	READWRITE		3	63	0.00096130	0x00000289f8646000	1.865	region_6793_0x00000289f8640000_0x10000_PRIVATE_READWRITE.bin	region_6801_0x00000289f8640000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffa70000	0x10000	PRIVATE	READWRITE		5	63	0.00096130	0x00000289ffa72000	1.781	region_6873_0x00000289ffa70000_0x10000_PRIVATE_READWRITE.bin	region_6883_0x00000289ffa70000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffae0000	0x20000	PRIVATE	READWRITE		1	127	0.00096893	0x00000289ffae0000	0.124	region_6877_0x00000289ffae0000_0x20000_PRIVATE_READWRITE.bin	region_6887_0x00000289ffae0000_0x20000_PRIVATE_READWRITE.bin
0x000002898c08b000	0x234000	PRIVATE	READWRITE		34	2278	0.00098609	0x000002898c0bf000	0.027	region_0314_0x000002898c08b000_0x234000_PRIVATE_READWRITE.bin	region_0302_0x000002898c08b000_0x234000_PRIVATE_READWRITE.bin
0x0000028988560000	0xff000	PRIVATE	READWRITE		25	1092	0.00104550	0x0000028988560000	2.977	region_0246_0x0000028988560000_0xff000_PRIVATE_READWRITE.bin	region_0234_0x0000028988560000_0xff000_PRIVATE_READWRITE.bin
0x00007ff415ea0000	0x170000	PRIVATE	READWRITE		7	1581	0.00104888	0x00007ff415ea4000	1.568	region_7065_0x00007ff415ea0000_0x170000_PRIVATE_READWRITE.bin	region_7075_0x00007ff415ea0000_0x170000_PRIVATE_READWRITE.bin
0x00000289f40e0000	0x10000	PRIVATE	READWRITE		5	71	0.00108337	0x00000289f40e4000	2.578	region_6724_0x00000289f40e0000_0x10000_PRIVATE_READWRITE.bin	region_6732_0x00000289f40e0000_0x10000_PRIVATE_READWRITE.bin
0x00000289df4a0000	0x10000	PRIVATE	READWRITE		3	74	0.00112915	0x00000289df4a0000	1.353	region_6125_0x00000289df4a0000_0x10000_PRIVATE_READWRITE.bin	region_6133_0x00000289df4a0000_0x10000_PRIVATE_READWRITE.bin
0x00000289da230000	0x20000	PRIVATE	READWRITE		11	153	0.00116730	0x00000289da231000	1.838	region_6058_0x00000289da230000_0x20000_PRIVATE_READWRITE.bin	region_6066_0x00000289da230000_0x20000_PRIVATE_READWRITE.bin
0x000000af49710000	0x100000	PRIVATE	READWRITE		3	1266	0.00120735	0x000000af4980d000	-0.000	region_0146_0x000000af49710000_0x100000_PRIVATE_READWRITE.bin	region_0134_0x000000af49710000_0x100000_PRIVATE_READWRITE.bin
0x000002899cf86000	0x24f000	PRIVATE	READWRITE		12	2956	0.00122112	0x000002899d013000	2.549	region_1524_0x000002899cf86000_0x24f000_PRIVATE_READWRITE.bin	region_1517_0x000002899cf86000_0x24f000_PRIVATE_READWRITE.bin
0x000000af44f00000	0x40000	PRIVATE	READWRITE		2	326	0.00124359	0x000000af44f3d000	-0.000	region_0061_0x000000af44f00000_0x40000_PRIVATE_READWRITE.bin	region_0049_0x000000af44f00000_0x40000_PRIVATE_READWRITE.bin
0x000002898bd70000	0x10000	PRIVATE	READWRITE		4	82	0.00125122	0x000002898bd72000	3.805	region_0295_0x000002898bd70000_0x10000_PRIVATE_READWRITE.bin	region_0283_0x000002898bd70000_0x10000_PRIVATE_READWRITE.bin
0x00000289e2f10000	0x30000	PRIVATE	READWRITE		4	263	0.00133769	0x00000289e2f27000	6.285	region_6268_0x00000289e2f10000_0x30000_PRIVATE_READWRITE.bin	region_6276_0x00000289e2f10000_0x30000_PRIVATE_READWRITE.bin
0x00000289d7fc0000	0x10000	PRIVATE	READWRITE		4	88	0.00134277	0x00000289d7fc7000	2.046	region_6025_0x00000289d7fc0000_0x10000_PRIVATE_READWRITE.bin	region_6033_0x00000289d7fc0000_0x10000_PRIVATE_READWRITE.bin
0x00000289f85b0000	0x10000	PRIVATE	READWRITE		3	89	0.00135803	0x00000289f85bc000	4.016	region_6785_0x00000289f85b0000_0x10000_PRIVATE_READWRITE.bin	region_6793_0x00000289f85b0000_0x10000_PRIVATE_READWRITE.bin
0x00000289aea3f000	0x131000	PRIVATE	READWRITE		4	1728	0.00138320	0x00000289aeac2000	3.515	region_1583_0x00000289aea3f000_0x131000_PRIVATE_READWRITE.bin	region_1577_0x00000289aea3f000_0x131000_PRIVATE_READWRITE.bin
0x00000289e7460000	0x30000	PRIVATE	READWRITE		1	278	0.00141398	0x00000289e746d000	3.103	region_6316_0x00000289e7460000_0x30000_PRIVATE_READWRITE.bin	region_6324_0x00000289e7460000_0x30000_PRIVATE_READWRITE.bin
0x00000289ff2d0000	0x20000	PRIVATE	READWRITE		2	186	0.00141907	0x00000289ff2d4000	2.175	region_6813_0x00000289ff2d0000_0x20000_PRIVATE_READWRITE.bin	region_6823_0x00000289ff2d0000_0x20000_PRIVATE_READWRITE.bin
0x000002899cd1d000	0xb4000	PRIVATE	READWRITE		4	1069	0.00144992	0x000002899cd4a000	1.213	region_1521_0x000002899cd1d000_0xb4000_PRIVATE_READWRITE.bin	region_1514_0x000002899cd1d000_0xb4000_PRIVATE_READWRITE.bin
0x00000289da250000	0x30000	PRIVATE	READWRITE		6	305	0.00155131	0x00000289da259000	1.086	region_6059_0x00000289da250000_0x30000_PRIVATE_READWRITE.bin	region_6067_0x00000289da250000_0x30000_PRIVATE_READWRITE.bin
0x000000af45000000	0x40000	PRIVATE	READWRITE		3	418	0.00159454	0x000000af4503b000	-0.000	region_0062_0x000000af45000000_0x40000_PRIVATE_READWRITE.bin	region_0050_0x000000af45000000_0x40000_PRIVATE_READWRITE.bin
0x000000af4a42d000	0x3000	PRIVATE	READWRITE		1	20	0.00162760	0x000000af4a42f000	4.623	region_0170_0x000000af4a42d000_0x3000_PRIVATE_READWRITE.bin	region_0158_0x000000af4a42d000_0x3000_PRIVATE_READWRITE.bin
0x00000289bb460000	0x20000	PRIVATE	READWRITE		2	223	0.00170135	0x00000289bb473000	4.098	region_3619_0x00000289bb460000_0x20000_PRIVATE_READWRITE.bin	region_3615_0x00000289bb460000_0x20000_PRIVATE_READWRITE.bin
0x00000289ffbb0000	0x20000	PRIVATE	READWRITE		1	226	0.00172424	0x00000289ffbc0000	1.073	region_6885_0x00000289ffbb0000_0x20000_PRIVATE_READWRITE.bin	region_6895_0x00000289ffbb0000_0x20000_PRIVATE_READWRITE.bin
0x000002899d23b000	0x1a5000	PRIVATE	READWRITE		17	3256	0.00188818	0x000002899d256000	3.348	region_1526_0x000002899d23b000_0x1a5000_PRIVATE_READWRITE.bin	region_1519_0x000002899d23b000_0x1a5000_PRIVATE_READWRITE.bin
0x000002898e1b0000	0x166000	PRIVATE	READWRITE		42	2811	0.00191698	0x000002898e1b6000	4.419	region_0588_0x000002898e1b0000_0x166000_PRIVATE_READWRITE.bin	region_0576_0x000002898e1b0000_0x166000_PRIVATE_READWRITE.bin
0x00000289f85f0000	0x10000	PRIVATE	READWRITE		3	128	0.00195312	0x00000289f85f5000	1.939	region_6789_0x00000289f85f0000_0x10000_PRIVATE_READWRITE.bin	region_6797_0x00000289f85f0000_0x10000_PRIVATE_READWRITE.bin
0x0000028988b90000	0x10000	PRIVATE	READWRITE		1	129	0.00196838	0x0000028988b90000	3.545	region_0251_0x0000028988b90000_0x10000_PRIVATE_READWRITE.bin	region_0239_0x0000028988b90000_0x10000_PRIVATE_READWRITE.bin
0x000002898bd00000	0x10000	PRIVATE	READWRITE		3	134	0.00204468	0x000002898bd04000	0.482	region_0290_0x000002898bd00000_0x10000_PRIVATE_READWRITE.bin	region_0278_0x000002898bd00000_0x10000_PRIVATE_READWRITE.bin
0x000000af446c0000	0x80000	PRIVATE	READWRITE		4	1145	0.00218391	0x000000af4473c000	-0.000	region_0053_0x000000af446c0000_0x80000_PRIVATE_READWRITE.bin	region_0041_0x000000af446c0000_0x80000_PRIVATE_READWRITE.bin
0x00000289ff7d0000	0x20000	PRIVATE	READWRITE		2	303	0.00231171	0x00000289ff7eb000	1.880	region_6848_0x00000289ff7d0000_0x20000_PRIVATE_READWRITE.bin	region_6858_0x00000289ff7d0000_0x20000_PRIVATE_READWRITE.bin
0x00000289e2064000	0x131000	PRIVATE	READWRITE		5	2909	0.00232854	0x00000289e208a000	2.000	region_6223_0x00000289e2064000_0x131000_PRIVATE_READWRITE.bin	region_6231_0x00000289e2064000_0x131000_PRIVATE_READWRITE.bin
0x00000289f8500000	0x10000	PRIVATE	READWRITE		4	159	0.00242615	0x00000289f8500000	2.376	region_6778_0x00000289f8500000_0x10000_PRIVATE_READWRITE.bin	region_6786_0x00000289f8500000_0x10000_PRIVATE_READWRITE.bin
0x0000028998780000	0x10000	PRIVATE	READWRITE		2	160	0.00244141	0x0000028998780000	0.251	region_0652_0x0000028998780000_0x10000_PRIVATE_READWRITE.bin	region_0646_0x0000028998780000_0x10000_PRIVATE_READWRITE.bin
0x000002898da70000	0x20000	PRIVATE	READWRITE		5	320	0.00244141	0x000002898da77000	3.739	region_0578_0x000002898da70000_0x20000_PRIVATE_READWRITE.bin	region_0566_0x000002898da70000_0x20000_PRIVATE_READWRITE.bin
0x00000289ffd90000	0x20000	PRIVATE	READWRITE		2	323	0.00246429	0x00000289ffda1000	2.768	region_6908_0x00000289ffd90000_0x20000_PRIVATE_READWRITE.bin	region_6918_0x00000289ffd90000_0x20000_PRIVATE_READWRITE.bin
0x000000af44d00000	0x40000	PRIVATE	READWRITE		3	666	0.00254059	0x000000af44d3b000	-0.000	region_0059_0x000000af44d00000_0x40000_PRIVATE_READWRITE.bin	region_0047_0x000000af44d00000_0x40000_PRIVATE_READWRITE.bin
0x00000289dd3c0000	0x30000	PRIVATE	READWRITE		3	504	0.00256348	0x00000289dd3c0000	7.939	region_6118_0x00000289dd3c0000_0x30000_PRIVATE_READWRITE.bin	region_6126_0x00000289dd3c0000_0x30000_PRIVATE_READWRITE.bin
0x00000289bb5e0000	0x10000	PRIVATE	READWRITE		2	173	0.00263977	0x00000289bb5e8000	5.205	region_3633_0x00000289bb5e0000_0x10000_PRIVATE_READWRITE.bin	region_3629_0x00000289bb5e0000_0x10000_PRIVATE_READWRITE.bin
0x000000af4483e000	0x2000	PRIVATE	READWRITE		1	22	0.00268555	0x000000af4483f000	1.319	region_0054_0x000000af4483e000_0x2000_PRIVATE_READWRITE.bin	region_0042_0x000000af4483e000_0x2000_PRIVATE_READWRITE.bin
0x0000028988b70000	0x10000	PRIVATE	READWRITE		1	180	0.00274658	0x0000028988b70000	2.529	region_0250_0x0000028988b70000_0x10000_PRIVATE_READWRITE.bin	region_0238_0x0000028988b70000_0x10000_PRIVATE_READWRITE.bin
0x00000289df490000	0x10000	PRIVATE	READWRITE		6	184	0.00280762	0x00000289df49a000	1.257	region_6124_0x00000289df490000_0x10000_PRIVATE_READWRITE.bin	region_6132_0x00000289df490000_0x10000_PRIVATE_READWRITE.bin
0x00000289824f0000	0x20000	PRIVATE	READWRITE		3	394	0.00300598	0x00000289824f3000	2.012	region_0229_0x00000289824f0000_0x20000_PRIVATE_READWRITE.bin	region_0217_0x00000289824f0000_0x20000_PRIVATE_READWRITE.bin
0x00000289cc910000	0x10000	PRIVATE	READWRITE		7	203	0.00309753	0x00000289cc910000	3.032	region_3720_0x00000289cc910000_0x10000_PRIVATE_READWRITE.bin	region_3728_0x00000289cc910000_0x10000_PRIVATE_READWRITE.bin
0x000002898e07a000	0x135000	PRIVATE	READWRITE		23	3956	0.00312563	0x000002898e082000	1.462	region_0587_0x000002898e07a000_0x135000_PRIVATE_READWRITE.bin	region_0575_0x000002898e07a000_0x135000_PRIVATE_READWRITE.bin
0x000000af443bf000	0x81000	PRIVATE	READWRITE		7	1797	0.00340094	0x000000af44435000	0.143	region_0050_0x000000af443bf000_0x81000_PRIVATE_READWRITE.bin	region_0038_0x000000af443bf000_0x81000_PRIVATE_READWRITE.bin
0x0000028982430000	0x40000	PRIVATE	READWRITE		2	946	0.00360870	0x0000028982457000	1.864	region_0221_0x0000028982430000_0x40000_PRIVATE_READWRITE.bin	region_0209_0x0000028982430000_0x40000_PRIVATE_READWRITE.bin
0x00000289fffe0000	0x20000	PRIVATE	READWRITE		14	489	0.00373077	0x00000289fffea000	0.757	region_6938_0x00000289fffe0000_0x20000_PRIVATE_READWRITE.bin	region_6948_0x00000289fffe0000_0x20000_PRIVATE_READWRITE.bin
0x00007ff40f020000	0x50000	PRIVATE	READWRITE		2	1276	0.00389404	0x00007ff40f020000	0.502	region_7000_0x00007ff40f020000_0x50000_PRIVATE_READWRITE.bin	region_7010_0x00007ff40f020000_0x50000_PRIVATE_READWRITE.bin
0x00000289d5410000	0x10000	PRIVATE	READWRITE		3	257	0.00392151	0x00000289d541d000	4.783	region_5855_0x00000289d5410000_0x10000_PRIVATE_READWRITE.bin	region_5862_0x00000289d5410000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffa40000	0x10000	PRIVATE	READWRITE		1	260	0.00396729	0x00000289ffa45000	1.861	region_6870_0x00000289ffa40000_0x10000_PRIVATE_READWRITE.bin	region_6880_0x00000289ffa40000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff650000	0x20000	PRIVATE	READWRITE		5	520	0.00396729	0x00000289ff650000	1.209	region_6832_0x00000289ff650000_0x20000_PRIVATE_READWRITE.bin	region_6842_0x00000289ff650000_0x20000_PRIVATE_READWRITE.bin
0x00000289823d0000	0x40000	PRIVATE	READWRITE		7	1100	0.00419617	0x00000289823ee000	0.304	region_0218_0x00000289823d0000_0x40000_PRIVATE_READWRITE.bin	region_0206_0x00000289823d0000_0x40000_PRIVATE_READWRITE.bin
0x00000289fff60000	0x10000	PRIVATE	READWRITE		5	277	0.00422668	0x00000289fff67000	0.939	region_6930_0x00000289fff60000_0x10000_PRIVATE_READWRITE.bin	region_6940_0x00000289fff60000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff970000	0x10000	PRIVATE	READWRITE		1	289	0.00440979	0x00000289ff976000	2.026	region_6859_0x00000289ff970000_0x10000_PRIVATE_READWRITE.bin	region_6869_0x00000289ff970000_0x10000_PRIVATE_READWRITE.bin
0x00000289f8620000	0x10000	PRIVATE	READWRITE		1	299	0.00456238	0x00000289f862d000	1.884	region_6791_0x00000289f8620000_0x10000_PRIVATE_READWRITE.bin	region_6799_0x00000289f8620000_0x10000_PRIVATE_READWRITE.bin
0x00000289f85e0000	0x10000	PRIVATE	READWRITE		3	308	0.00469971	0x00000289f85e2000	1.942	region_6788_0x00000289f85e0000_0x10000_PRIVATE_READWRITE.bin	region_6796_0x00000289f85e0000_0x10000_PRIVATE_READWRITE.bin
0x00000289e2a23000	0x5e000	PRIVATE	READWRITE		9	1818	0.00472178	0x00000289e2a27000	4.943	region_6246_0x00000289e2a23000_0x5e000_PRIVATE_READWRITE.bin	region_6254_0x00000289e2a23000_0x5e000_PRIVATE_READWRITE.bin
0x00000289f4100000	0x10000	PRIVATE	READWRITE		14	310	0.00473022	0x00000289f4100000	0.305	region_6726_0x00000289f4100000_0x10000_PRIVATE_READWRITE.bin	region_6734_0x00000289f4100000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff9c0000	0x10000	PRIVATE	READWRITE		3	313	0.00477600	0x00000289ff9c2000	1.819	region_6864_0x00000289ff9c0000_0x10000_PRIVATE_READWRITE.bin	region_6874_0x00000289ff9c0000_0x10000_PRIVATE_READWRITE.bin
0x00000289e2fe0000	0x10000	PRIVATE	READWRITE		6	316	0.00482178	0x00000289e2fe5000	1.995	region_6274_0x00000289e2fe0000_0x10000_PRIVATE_READWRITE.bin	region_6282_0x00000289e2fe0000_0x10000_PRIVATE_READWRITE.bin
0x0000028982070000	0x10000	PRIVATE	READWRITE		2	319	0.00486755	0x0000028982070000	0.489	region_0179_0x0000028982070000_0x10000_PRIVATE_READWRITE.bin	region_0167_0x0000028982070000_0x10000_PRIVATE_READWRITE.bin
0x000002899d816000	0x145000	PRIVATE	READWRITE		8	6648	0.00499399	0x000002899d832000	3.289	region_1535_0x000002899d816000_0x145000_PRIVATE_READWRITE.bin	region_1528_0x000002899d816000_0x145000_PRIVATE_READWRITE.bin
0x00000289cd4a0000	0x30000	PRIVATE	READWRITE		4	1023	0.00520325	0x00000289cd4c8000	7.934	region_3894_0x00000289cd4a0000_0x30000_PRIVATE_READWRITE.bin	region_3902_0x00000289cd4a0000_0x30000_PRIVATE_READWRITE.bin
0x00000289ff930000	0x10000	PRIVATE	READWRITE		2	348	0.00531006	0x00000289ff931000	1.912	region_6855_0x00000289ff930000_0x10000_PRIVATE_READWRITE.bin	region_6865_0x00000289ff930000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff810000	0x20000	PRIVATE	READWRITE		5	725	0.00553131	0x00000289ff815000	1.932	region_6850_0x00000289ff810000_0x20000_PRIVATE_READWRITE.bin	region_6860_0x00000289ff810000_0x20000_PRIVATE_READWRITE.bin
0x00000289ff9a0000	0x10000	PRIVATE	READWRITE		3	374	0.00570679	0x00000289ff9a4000	1.949	region_6862_0x00000289ff9a0000_0x10000_PRIVATE_READWRITE.bin	region_6872_0x00000289ff9a0000_0x10000_PRIVATE_READWRITE.bin
0x00000289f8510000	0x20000	PRIVATE	READWRITE		10	766	0.00584412	0x00000289f8510000	2.046	region_6779_0x00000289f8510000_0x20000_PRIVATE_READWRITE.bin	region_6787_0x00000289f8510000_0x20000_PRIVATE_READWRITE.bin
0x00000289e2196000	0x80000	PRIVATE	READWRITE		5	3599	0.00686455	0x00000289e21ee000	5.700	region_6224_0x00000289e2196000_0x80000_PRIVATE_READWRITE.bin	region_6232_0x00000289e2196000_0x80000_PRIVATE_READWRITE.bin
0x000002899d4d7000	0x52000	PRIVATE	READWRITE		3	2672	0.00795541	0x000002899d4e1000	1.914	region_1529_0x000002899d4d7000_0x52000_PRIVATE_READWRITE.bin	region_1522_0x000002899d4d7000_0x52000_PRIVATE_READWRITE.bin
0x00000289fffd0000	0x10000	PRIVATE	READWRITE		2	556	0.00848389	0x00000289fffd4000	1.251	region_6937_0x00000289fffd0000_0x10000_PRIVATE_READWRITE.bin	region_6947_0x00000289fffd0000_0x10000_PRIVATE_READWRITE.bin
0x00000289fff70000	0x10000	PRIVATE	READWRITE		6	585	0.00892639	0x00000289fff70000	1.826	region_6931_0x00000289fff70000_0x10000_PRIVATE_READWRITE.bin	region_6941_0x00000289fff70000_0x10000_PRIVATE_READWRITE.bin
0x000002898bec0000	0x127000	PRIVATE	READWRITE		34	11021	0.00912093	0x000002898bfa2000	0.008	region_0312_0x000002898bec0000_0x127000_PRIVATE_READWRITE.bin	region_0300_0x000002898bec0000_0x127000_PRIVATE_READWRITE.bin
0x000000af49d2d000	0x3000	PRIVATE	READWRITE		2	116	0.00944010	0x000000af49d2e000	1.184	region_0164_0x000000af49d2d000_0x3000_PRIVATE_READWRITE.bin	region_0152_0x000000af49d2d000_0x3000_PRIVATE_READWRITE.bin
0x00000289da210000	0x20000	PRIVATE	READWRITE		7	1354	0.01033020	0x00000289da218000	2.963	region_6057_0x00000289da210000_0x20000_PRIVATE_READWRITE.bin	region_6065_0x00000289da210000_0x20000_PRIVATE_READWRITE.bin
0x00007ff93fdad000	0x1000	IMAGE	READWRITE	bcryptPrimitives.dll	1	48	0.01171875	0x00007ff93fdad000	1.136	region_7512_0x00007ff93fdad000_0x1000_IMAGE_READWRITE.bin	region_7489_0x00007ff93fdad000_0x1000_IMAGE_READWRITE.bin
0x000002898d130000	0x30000	PRIVATE	READWRITE		6	2317	0.01178487	0x000002898d149000	2.872	region_0457_0x000002898d130000_0x30000_PRIVATE_READWRITE.bin	region_0445_0x000002898d130000_0x30000_PRIVATE_READWRITE.bin
0x00000289e73c0000	0x30000	PRIVATE	READWRITE		3	2430	0.01235962	0x00000289e73e2000	7.894	region_6313_0x00000289e73c0000_0x30000_PRIVATE_READWRITE.bin	region_6321_0x00000289e73c0000_0x30000_PRIVATE_READWRITE.bin
0x00000289ffcd0000	0x20000	PRIVATE	READWRITE		4	1752	0.01336670	0x00000289ffceb000	1.547	region_6901_0x00000289ffcd0000_0x20000_PRIVATE_READWRITE.bin	region_6911_0x00000289ffcd0000_0x20000_PRIVATE_READWRITE.bin
0x00000289b00c0000	0x80000	MAPPED	READWRITE		7	7684	0.01465607	0x00000289b00c1000	3.721	region_1596_0x00000289b00c0000_0x80000_MAPPED_READWRITE.bin	region_1590_0x00000289b00c0000_0x80000_MAPPED_READWRITE.bin
0x0000028992e80000	0x80000	MAPPED	READWRITE		8	7691	0.01466942	0x0000028992e81000	3.721	region_0602_0x0000028992e80000_0x80000_MAPPED_READWRITE.bin	region_0594_0x0000028992e80000_0x80000_MAPPED_READWRITE.bin
0x0000028992f00000	0x80000	MAPPED	READWRITE		8	7691	0.01466942	0x0000028992f01000	3.721	region_0603_0x0000028992f00000_0x80000_MAPPED_READWRITE.bin	region_0595_0x0000028992f00000_0x80000_MAPPED_READWRITE.bin
0x00000289823a0000	0x20000	PRIVATE	READWRITE		3	1950	0.01487732	0x00000289823bd000	1.500	region_0216_0x00000289823a0000_0x20000_PRIVATE_READWRITE.bin	region_0204_0x00000289823a0000_0x20000_PRIVATE_READWRITE.bin
0x00000289ea820000	0x30000	PRIVATE	READWRITE		2	2960	0.01505534	0x00000289ea820000	4.338	region_6355_0x00000289ea820000_0x30000_PRIVATE_READWRITE.bin	region_6363_0x00000289ea820000_0x30000_PRIVATE_READWRITE.bin
0x0000028982140000	0x10000	PRIVATE	READWRITE		2	1022	0.01559448	0x0000028982140000	0.374	region_0186_0x0000028982140000_0x10000_PRIVATE_READWRITE.bin	region_0174_0x0000028982140000_0x10000_PRIVATE_READWRITE.bin
0x000002899b160000	0x10000	PRIVATE	READWRITE		9	1031	0.01573181	0x000002899b160000	4.279	region_1133_0x000002899b160000_0x10000_PRIVATE_READWRITE.bin	region_1127_0x000002899b160000_0x10000_PRIVATE_READWRITE.bin
0x0000028982410000	0x10000	PRIVATE	READWRITE		3	1055	0.01609802	0x0000028982416000	2.054	region_0219_0x0000028982410000_0x10000_PRIVATE_READWRITE.bin	region_0207_0x0000028982410000_0x10000_PRIVATE_READWRITE.bin
0x00000289d5420000	0x10000	PRIVATE	READWRITE		2	1088	0.01660156	0x00000289d5420000	5.921	region_5856_0x00000289d5420000_0x10000_PRIVATE_READWRITE.bin	region_5863_0x00000289d5420000_0x10000_PRIVATE_READWRITE.bin
0x000002898d100000	0x30000	PRIVATE	READWRITE		7	3839	0.01952616	0x000002898d115000	5.503	region_0456_0x000002898d100000_0x30000_PRIVATE_READWRITE.bin	region_0444_0x000002898d100000_0x30000_PRIVATE_READWRITE.bin
0x000002899ce3b000	0x14a000	PRIVATE	READWRITE		29	30615	0.02264959	0x000002899cea6000	3.140	region_1523_0x000002899ce3b000_0x14a000_PRIVATE_READWRITE.bin	region_1516_0x000002899ce3b000_0x14a000_PRIVATE_READWRITE.bin
0x00000289e7650000	0x40000	PRIVATE	READWRITE		5	6186	0.02359772	0x00000289e768b000	6.919	region_6328_0x00000289e7650000_0x40000_PRIVATE_READWRITE.bin	region_6336_0x00000289e7650000_0x40000_PRIVATE_READWRITE.bin
